"","X1","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec","quant_ells","units_ells"
"93",93,"VOC","2 ships: 't Ghijn, Horstendaal",1713,"Surat","Northwest India",21.1702,72.831,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,14000,"pees",NA,"kannekijns","black",NA,NA,NA,NA,NA,"Inexpensive",0.991557142857143,13881.8,NA,NA
"94",94,"VOC","1 ship: Ter Eem",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"West Timor, Indonesia",-10.1771,123.607,8,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.675,37.4,NA,NA
"95",95,"VOC","1 ship: Peter en Paul",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"West Timor, Indonesia",-10.1771,123.607,8,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",5,40,NA,NA
"96",96,"VOC","1 ship: Ter Eem",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"West Timor, Indonesia",-10.1771,123.607,9,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.675,42.075,NA,NA
"97",97,"VOC","1 ship: Ter Eem",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"West Timor, Indonesia",-10.1771,123.607,8,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.675,37.4,NA,NA
"98",98,"VOC","1 ship: Gent",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",5,30,NA,NA
"99",99,"VOC","1 ship: Gent",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,3,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",6.25,18.75,NA,NA
"100",100,"VOC","1 ship: Gent",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",5,30,NA,NA
"101",101,"VOC","1 ship: Berg",1711,"Amsterdam","Netherlands",52.3679,4.9035,1711,NA,"Sri Lanka",7.873,80.7717,2,"pees",NA,"laken","black",NA,NA,NA,NA,NA,"Expensive",250.2875,500.575,NA,NA
"102",102,"VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,8,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.675,37.4,NA,NA
"103",103,"VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,8,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.675,37.4,NA,NA
"104",104,"VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,3,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",6.23333333333333,18.7,NA,NA
"105",105,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.87083333333333,29.225,NA,NA
"106",106,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.87083333333333,29.225,NA,NA
"107",107,"VOC","1 ship: Bentveld",1712,"Amsterdam","Netherlands",52.3679,4.9035,1712,"Colombo","Sri Lanka",7.873,80.7717,212,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.60542452830189,976.35,NA,NA
"108",108,"VOC","2 ships: Jordaan, Bombardeerder",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,3,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",5.06666666666667,15.2,NA,NA
"109",109,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,6,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",5.30833333333333,31.85,NA,NA
"110",110,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,6,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",5.30833333333333,31.85,NA,NA
"111",111,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,3,"pees",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.9,14.7,NA,NA
"112",112,"VOC","1 ship: Bogaard",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,NA,"West Timor, Indonesia",-10.1771,123.607,8,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.7,37.6,NA,NA
"113",113,"VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.7,28.2,NA,NA
"114",114,"VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"laken","black",NA,NA,NA,NA,NA,"Mid-range",4.7,28.2,NA,NA
"115",115,"VOC","1 ship: Loosdrecht",1715,"Amsterdam","Netherlands",52.3679,4.9035,1715,"Colombo","Sri Lanka",7.873,80.7717,55,"el",NA,"tabbaardlaken","black",NA,NA,NA,NA,NA,"Mid-range",5.14,282.7,NA,NA
"116",116,"VOC","1 ship: Peter en Paul",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"West Timor, Indonesia",-10.1771,123.607,2,"pees","accessory","hoed","black with gold braid",NA,NA,NA,NA,"fijn (fine)","Expensive",23.975,47.95,NA,NA
"117",117,"VOC","1 ship: Barneveld",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,880,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.43752840909091,4785.025,NA,NA
"118",118,"VOC","1 ship: Mijnden",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.5490625,443.925,NA,NA
"119",119,"VOC","2 ships: Schoonderloo, Driebergen",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Padang","Sumatra, Indonesia",-0.947,100.4171,960,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.14580729166667,4939.975,NA,NA
"120",120,"VOC","1 ship: 't Ghijn",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,160,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.40625,865,NA,NA
"121",121,"VOC","1 ship: Theeboom",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,320,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.5525,1776.8,NA,NA
"122",122,"VOC","1 ship: Lokhorst",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,320,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.330625,1705.8,NA,NA
"123",123,"VOC","1 ship: Unie",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.519375,883.1,NA,NA
"124",124,"VOC","1 ship: Diemen",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.519375,441.55,NA,NA
"125",125,"VOC","1 ship: Waarde",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,240,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.96489583333333,1431.575,NA,NA
"126",126,"VOC","1 ship: Neptunus",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Rotterdam","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.5215625,441.725,NA,NA
"127",127,"VOC","1 ship: Kiefhoek",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Rotterdam","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.965,477.2,NA,NA
"128",128,"VOC","2 ships: Schoonderloo, Maleijer",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,1600,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.581796875,8930.875,NA,NA
"129",129,"VOC","1 ship: Wijnendaal",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,800,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.37159375,4297.275,NA,NA
"130",130,"VOC","2 ships: Wijnendaal, Naters",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,2800,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.58891964285714,15648.975,NA,NA
"131",131,"VOC","1 ship: Oude Zijpe",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,2000,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.5906,11181.2,NA,NA
"132",132,"VOC","1 ship: Bogaard",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1714,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,80,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.740625,459.25,NA,NA
"133",133,"VOC","1 ship: Noordbeek",1713,"Galle","Sri Lanka",7.873,80.7717,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1040,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.74060096153846,5970.225,NA,NA
"134",134,"VOC","3 ships: Ijsselmonde, Gelukkig Uur, Langerak",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Padang","Sumatra, Indonesia",-0.947,100.4171,560,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.64616071428571,3161.85,NA,NA
"135",135,"VOC","2 ships: Jordaan, Bombardeerder",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,80,"pees",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.7321875,458.575,NA,NA
"136",136,"VOC","1 ship: Schoonderloo",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,160,"ps.",NA,"baftas","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.519375,883.1,NA,NA
"137",137,"VOC","2 ships: Schoonderloo, Driebergen",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Padang","Sumatra, Indonesia",-0.947,100.4171,700,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.46360714285714,3124.525,NA,NA
"138",138,"VOC","2 ships: Hof van Ilpendam, Larique",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ternate","Maluku, Indonesia",0.771,127.3695,200,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.39275,878.55,NA,NA
"139",139,"VOC","1 ship: Peter en Paul",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"West Timor, Indonesia",-10.1771,123.607,200,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.31725,863.45,NA,NA
"140",140,"VOC","2 ships: Schoonderloo, Maleijer",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,400,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.2311875,1692.475,NA,NA
"141",141,"VOC","1 ship: Wijnendaal",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,400,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.296375,1718.55,NA,NA
"142",142,"VOC","1 ship: Lokhorst",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,500,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.3386,2169.3,NA,NA
"143",143,"VOC","2 ships: Ijsselmonde, Veenhuizen",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,800,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.48565625,3588.525,NA,NA
"144",144,"VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,100,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.61875,461.875,NA,NA
"145",145,"VOC","1 ship: Ter Aa",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,100,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.38175,438.175,NA,NA
"146",146,"VOC","1 ship: Ter Eem",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"West Timor, Indonesia",-10.1771,123.607,100,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.23125,423.125,NA,NA
"147",147,"VOC","1 ship: Ouwerkerk",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,400,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.38175,1752.7,NA,NA
"148",148,"VOC","2 ships: Wijnendaal, Naters",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,2600,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.38071153846154,11389.85,NA,NA
"149",149,"VOC","1 ship: Bon",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,800,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.433125,3546.5,NA,NA
"150",150,"VOC","1 ship: Jordaan",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,400,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.3518125,1740.725,NA,NA
"151",151,"VOC","3 ships: Sleewijk, Suikermolen, Nieuwburg (Huis te)",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,100,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.4275,442.75,NA,NA
"152",152,"VOC","2 ships: Overnes, Peter en Paul",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Ternate","Maluku, Indonesia",0.771,127.3695,300,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.377,1313.1,NA,NA
"153",153,"VOC","1 ship: Noordbeek",1713,"Galle","Sri Lanka",7.873,80.7717,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1600,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.786890625,7659.025,NA,NA
"154",154,"VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,400,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.699,1879.6,NA,NA
"155",155,"VOC","2 ships: Ijsselmonde, Zanderhoef",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ambon","Maluku, Indonesia",-3.6255,128.1054,400,"ps.",NA,"Bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.36625,1746.5,NA,NA
"156",156,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,600,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.33766666666667,2602.6,NA,NA
"157",157,"VOC","1 ship: Bogaard",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,NA,"West Timor, Indonesia",-10.1771,123.607,200,"pees",NA,"bethilles","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4.3285,865.7,NA,NA
"158",158,"VOC","2 ships: Schoonderloo, Maleijer",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,480,"pees",NA,"camise","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.49072916666667,2635.55,NA,NA
"159",159,"VOC","1 ship: Barneveld",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,1200,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",12.2591458333333,14710.975,NA,NA
"160",160,"VOC","1 ship: Mijnden",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,240,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",12.1913541666667,2925.925,NA,NA
"161",161,"VOC","1 ship: Arion",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,140,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",11.9883928571429,1678.375,NA,NA
"162",162,"VOC","1 ship: Nieuwburg (Huis te)",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"Malabar, Southwest coast of India",10,76.25,120,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",11.9127083333333,1429.525,NA,NA
"163",163,"VOC","2 ships: Schoonderloo, Driebergen",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Padang","Sumatra, Indonesia",-0.947,100.4171,400,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",11.54575,4618.3,NA,NA
"164",164,"VOC","1 ship: Oudenaarde",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Malacca City","Malacca, Southwest Malaysia",2.1895,102.25,100,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",12.577,1257.7,NA,NA
"165",165,"VOC","2 ships: Veenhuizen, Eikelenburg",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Malacca City","Malacca, Southwest Malaysia",2.1895,102.25,200,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",12.064875,2412.975,NA,NA
"166",166,"VOC","1 ship: Gelukkig Uur",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,400,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",12.20025,4880.1,NA,NA
"167",167,"VOC","1 ship: Flora",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,400,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",12.3361875,4934.475,NA,NA
"168",168,"VOC","1 ship: Susanna",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,60,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",11.9129166666667,714.775,NA,NA
"169",169,"VOC","1 ship: Huis ter Duine",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,20,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",12.7325,254.65,NA,NA
"170",170,"VOC","1 ship: 't Ghijn",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,20,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",11.8275,236.55,NA,NA
"171",171,"VOC","2 ships: Haringtuin, Bon",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ambon","Maluku, Indonesia",-3.6255,128.1054,300,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",12.1730833333333,3651.925,NA,NA
"172",172,"VOC","1 ship: Theeboom",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,80,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",11.6734375,933.875,NA,NA
"173",173,"VOC","1 ship: Lokhorst",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,120,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",12.481875,1497.825,NA,NA
"174",174,"VOC","2 ships: Hof van Ilpendam, Larique",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ternate","Maluku, Indonesia",0.771,127.3695,200,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",12.35575,2471.15,NA,NA
"175",175,"VOC","1 ship: Ganzenhoef (fluitschip)",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,120,"pees",NA,"guinees","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",12.2279166666667,1467.35,NA,NA
