"","X1","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec","quant_ells","units_ells"
"3256",3256,"VOC","1 ship: Raadhuis van Enkhuizen",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"Thailand",8.4324,99.9599,600,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",5.4235,3254.1,NA,NA
"3257",3257,"VOC","1 ship: Generale Vrede",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,600,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.7862916666667,7071.775,NA,NA
"3258",3258,"VOC","1 ship: Unie",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,660,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",9.80625,6472.125,NA,NA
"3259",3259,"VOC","1 ship: Amazone",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,360,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",7.45770833333333,2684.775,NA,NA
"3260",3260,"VOC","1 ship: Diemen",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,360,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",7.069375,2544.975,NA,NA
"3261",3261,"VOC","1 ship: Berbices",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,480,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",9.03140625,4335.075,NA,NA
"3262",3262,"VOC","1 ship: Schonewal",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,480,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.64010416666667,4147.25,NA,NA
"3263",3263,"VOC","1 ship: Koning Karel de Derde",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,240,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.881875,2131.65,NA,NA
"3264",3264,"VOC","1 ship: Neptunus",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Rotterdam","Netherlands",52.3679,4.9035,300,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.1789166666667,3053.675,NA,NA
"3265",3265,"VOC","1 ship: Samson",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Hoorn","Netherlands",52.3679,4.9035,240,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.105,1945.2,NA,NA
"3266",3266,"VOC","1 ship: Haringtuin",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Enkhuizen","Netherlands",52.3679,4.9035,240,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",7.42552083333333,1782.125,NA,NA
"3267",3267,"VOC","1 ship: Generale Vrede",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,240,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",14.0791666666667,3379,NA,NA
"3268",3268,"VOC","1 ship: Berbices",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,540,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.8166203703704,6380.975,NA,NA
"3269",3269,"VOC","1 ship: Grimmestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,300,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",6.93558333333333,2080.675,NA,NA
"3270",3270,"VOC","1 ship: Popkensburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,300,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",6.86916666666667,2060.75,NA,NA
"3271",3271,"VOC","1 ship: Herstelde Leeuw",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,540,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",9.58513888888889,5175.975,NA,NA
"3272",3272,"VOC","1 ship: Huis te Loo",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"Thailand",8.4324,99.9599,600,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",5.46725,3280.35,NA,NA
"3273",3273,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"Thailand",8.4324,99.9599,600,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",6.46645833333333,3879.875,NA,NA
"3274",3274,"VOC","1 ship: Westhoven",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,360,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.73430555555555,3144.35,NA,NA
"3275",3275,"VOC","2 ships: Ijsselmonde, Veenhuizen",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,120,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.0714583333333,1328.575,NA,NA
"3276",3276,"VOC","1 ship: Horstendaal",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,180,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.3380555555556,2220.85,NA,NA
"3277",3277,"VOC","1 ship: Schoteroog",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,240,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.81395833333333,2115.35,NA,NA
"3278",3278,"VOC","1 ship: Ter Horst",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,480,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.99515625,5277.675,NA,NA
"3279",3279,"VOC","1 ship: Huis te Hemert",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,240,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",13.4255208333333,3222.125,NA,NA
"3280",3280,"VOC","1 ship: Beverwijk",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,180,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",6.66777777777778,1200.2,NA,NA
"3281",3281,"VOC","1 ship: Korssloot",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,540,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.6285185185185,5739.4,NA,NA
"3282",3282,"VOC","1 ship: Ouwerkerk",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,120,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.1252083333333,1335.025,NA,NA
"3283",3283,"VOC","1 ship: Zanderhoef",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"Thailand",8.4324,99.9599,60,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.76875,526.125,NA,NA
"3284",3284,"VOC","1 ship: Huis te Loo",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"Thailand",8.4324,99.9599,540,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",4.44986111111111,2402.925,NA,NA
"3285",3285,"VOC","3 ships: Karthago, Huis de Vlotter, Bredenhof",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Ambon","Maluku, Indonesia",-3.6255,128.1054,60,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Mid-range",9.63875,578.325,NA,NA
"3286",3286,"VOC","1 ship: Barneveld",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,180,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.6022222222222,2088.4,NA,NA
"3287",3287,"VOC","1 ship: Kokenge",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,120,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.9477083333333,1433.725,NA,NA
"3288",3288,"VOC","1 ship: Zandenburg",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Zeeland","Netherlands",52.3679,4.9035,120,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.9829166666667,1437.95,NA,NA
"3289",3289,"VOC","1 ship: Donau",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,60,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.9075,654.45,NA,NA
"3290",3290,"VOC","1 ship: Standvastigheid",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Rotterdam","Netherlands",52.3679,4.9035,60,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.3275,619.65,NA,NA
"3291",3291,"VOC","1 ship: Oude Zijpe",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Hoorn","Netherlands",52.3679,4.9035,60,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.0775,724.65,NA,NA
"3292",3292,"VOC","1 ship: Korsslot",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Enkhuizen","Netherlands",52.3679,4.9035,60,"pees",NA,"hammans",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.1675,610.05,NA,NA
"3293",3293,"VOC","1 ship: Grimmestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,400,"pees",NA,"kannekijns",NA,NA,NA,NA,"Bengal",NA,"Mid-range",9.9119375,3964.775,NA,NA
"3294",3294,"VOC","1 ship: Nieuwburg (Huis te)",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,NA,"Sri Lanka",7.873,80.7717,85,"paar","finished textile item","kousen",NA,NA,NA,"silk","Bengal",NA,"Mid-range",5.21735294117647,443.475,NA,NA
"3295",3295,"VOC","4 ships: Oosterstein, Bellevliet, Bennebroek, Vaderland Getrouw",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"Sri Lanka",7.873,80.7717,50,"paar","finished textile item","kousen",NA,NA,NA,"silk","Bengal",NA,"Mid-range",5.7085,285.425,NA,NA
"3296",3296,"VOC","1 ship: Noordbeek",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,720,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.58611111111111,2582,NA,NA
"3297",3297,"VOC","1 ship: Barneveld",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,NA,NA,NA,NA,NA
"3298",3298,"VOC","1 ship: Mijnden",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,720,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.4140625,2458.125,NA,NA
"3299",3299,"VOC","1 ship: Arion",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.58611111111111,1291,NA,NA
"3300",3300,"VOC","1 ship: Herstelde Leeuw",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,720,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.58611111111111,2582,NA,NA
"3301",3301,"VOC","1 ship: Oosterstein",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.58611111111111,1291,NA,NA
"3302",3302,"VOC","1 ship: Wassenaar",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.58611111111111,1291,NA,NA
"3303",3303,"VOC","1 ship: Standvastigheid",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Rotterdam","Netherlands",52.3679,4.9035,180,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.58611111111111,645.5,NA,NA
"3304",3304,"VOC","1 ship: Limburg",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Hoorn","Netherlands",52.3679,4.9035,180,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.35666666666667,604.2,NA,NA
"3305",3305,"VOC","1 ship: Huis te Hemert",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Enkhuizen","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.58611111111111,1291,NA,NA
"3306",3306,"VOC","2 ships: Kasteel Batavia, Huis te Rozenburg",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"Iran",27.1832,56.2666,17280,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",2.58226851851852,44621.6,NA,NA
"3307",3307,"VOC","1 ship: Unie",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,1980,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.35680555555556,6646.475,NA,NA
"3308",3308,"VOC","1 ship: Amazone",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,540,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.35680555555556,1812.675,NA,NA
"3309",3309,"VOC","1 ship: Berbices",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,720,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.35680555555556,2416.9,NA,NA
"3310",3310,"VOC","1 ship: Schonewal",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,540,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.35680555555556,1812.675,NA,NA
"3311",3311,"VOC","1 ship: Koning Karel de Derde",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.45541666666667,1243.95,NA,NA
"3312",3312,"VOC","1 ship: Neptunus",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Rotterdam","Netherlands",52.3679,4.9035,540,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.35671296296296,1812.625,NA,NA
"3313",3313,"VOC","1 ship: Samson",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Hoorn","Netherlands",52.3679,4.9035,180,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.45527777777778,621.95,NA,NA
"3314",3314,"VOC","1 ship: Haringtuin",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Enkhuizen","Netherlands",52.3679,4.9035,180,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.45527777777778,621.95,NA,NA
"3315",3315,"VOC","1 ship: Generale Vrede",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Mid-range",4.25534722222222,1531.925,NA,NA
"3316",3316,"VOC","1 ship: Berbices",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,540,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Mid-range",4.26699074074074,2304.175,NA,NA
"3317",3317,"VOC","1 ship: Zanderburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,540,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Mid-range",4.26643518518518,2303.875,NA,NA
"3318",3318,"VOC","1 ship: Horstendaal",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Mid-range",4.25347222222222,1531.25,NA,NA
"3319",3319,"VOC","1 ship: Rijnestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Mid-range",4.29402777777778,1545.85,NA,NA
"3320",3320,"VOC","1 ship: Beverwijk",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Mid-range",4.29402777777778,1545.85,NA,NA
"3321",3321,"VOC","1 ship: Raadhuis van Enkhuizen",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,300,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Mid-range",5.06,1518,NA,NA
"3322",3322,"VOC","1 ship: Kokenge",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,720,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.98732638888889,2870.875,NA,NA
"3323",3323,"VOC","1 ship: Grimmestein",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,1260,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.98728174603175,5023.975,NA,NA
"3324",3324,"VOC","1 ship: Zandenburg",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Zeeland","Netherlands",52.3679,4.9035,900,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.98722222222222,3588.5,NA,NA
"3325",3325,"VOC","1 ship: Donau",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,180,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.98722222222222,717.7,NA,NA
"3326",3326,"VOC","1 ship: Standvastigheid",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Rotterdam","Netherlands",52.3679,4.9035,180,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.98722222222222,717.7,NA,NA
"3327",3327,"VOC","1 ship: Oude Zijpe",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Hoorn","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.98722222222222,1435.4,NA,NA
"3328",3328,"VOC","1 ship: Korsslot",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Enkhuizen","Netherlands",52.3679,4.9035,360,"pees",NA,"lacorijns",NA,NA,NA,NA,"Bengal",NA,"Inexpensive",3.98722222222222,1435.4,NA,NA
"3329",3329,"VOC","1 ship: Noordbeek",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,860,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Mid-range",9.67485465116279,8320.375,NA,NA
"3330",3330,"VOC","1 ship: Barneveld",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,590,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,NA,NA,NA,NA,NA
"3331",3331,"VOC","1 ship: Mijnden",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,440,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Mid-range",7.75255681818182,3411.125,NA,NA
"3332",3332,"VOC","1 ship: Arion",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,360,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Mid-range",7.51069444444444,2703.85,NA,NA
"3333",3333,"VOC","1 ship: Herstelde Leeuw",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,520,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.68447115384615,4515.925,NA,NA
"3334",3334,"VOC","1 ship: Oosterstein",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,500,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Mid-range",9.47375,4736.875,NA,NA
"3335",3335,"VOC","1 ship: Wassenaar",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,580,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Mid-range",9.80094827586207,5684.55,NA,NA
"3336",3336,"VOC","1 ship: Standvastigheid",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Rotterdam","Netherlands",52.3679,4.9035,350,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.96271428571429,3136.95,NA,NA
"3337",3337,"VOC","1 ship: Limburg",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Hoorn","Netherlands",52.3679,4.9035,350,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.404,2941.4,NA,NA
"3338",3338,"VOC","1 ship: Huis te Hemert",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Enkhuizen","Netherlands",52.3679,4.9035,450,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.44083333333333,3798.375,NA,NA
"3339",3339,"VOC","2 ships: Kasteel Batavia, Huis te Rozenburg",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"Iran",27.1832,56.2666,240,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Mid-range",7.58666666666667,1820.8,NA,NA
"3340",3340,"VOC","1 ship: Unie",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,1200,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.9427708333333,13131.325,NA,NA
"3341",3341,"VOC","1 ship: Amazone",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,320,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.711171875,4067.575,NA,NA
"3342",3342,"VOC","1 ship: Diemen",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,400,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.1205,4848.2,NA,NA
"3343",3343,"VOC","1 ship: Berbices",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,930,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.2699731182796,11411.075,NA,NA
"3344",3344,"VOC","1 ship: Schonewal",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,410,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.94634146341463,3668,NA,NA
"3345",3345,"VOC","1 ship: Koning Karel de Derde",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,930,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.2554032258065,11397.525,NA,NA
"3346",3346,"VOC","1 ship: Neptunus",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Rotterdam","Netherlands",52.3679,4.9035,810,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.7191975308642,9492.55,NA,NA
"3347",3347,"VOC","1 ship: Samson",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Hoorn","Netherlands",52.3679,4.9035,580,"pees",NA,"malmal",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.029525862069,6397.125,NA,NA
