"","X1","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","quant_ells","units_ells","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec"
"693",693,"VOC","1 ship: Oude Zijpe",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Hoorn","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.5773125,5430.925
"694",694,"VOC","1 ship: Korsslot",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Enkhuizen","Netherlands",52.3679,4.9035,260,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.2077884615385,3434.025
"695",695,"VOC","1 ship: Leidsman",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Enkhuizen","Netherlands",52.3679,4.9035,20,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.92375,258.475
"696",696,"VOC","1 ship: Wassenaar",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,640,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.60828125,1669.3
"697",697,"VOC","1 ship: Standvastigheid",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Rotterdam","Netherlands",52.3679,4.9035,1280,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.5848828125,3308.65
"698",698,"VOC","1 ship: Limburg",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Hoorn","Netherlands",52.3679,4.9035,1280,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,NA,NA,NA
"699",699,"VOC","1 ship: Doornik",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,480,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.74895833333333,1319.5
"700",700,"VOC","1 ship: Herstelde Leeuw",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.82421875,451.875
"701",701,"VOC","1 ship: Horstendaal",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.675,428
"702",702,"VOC","1 ship: Ter Horst",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.750625,440.1
"703",703,"VOC","1 ship: Huis te Hemert",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,480,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.78104166666667,1334.9
"704",704,"VOC","1 ship: Raadhuis van Enkhuizen",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.940625,470.5
"705",705,"VOC","1 ship: Donau",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.73609375,437.775
"706",706,"VOC","1 ship: Standvastigheid",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Rotterdam","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.73625,437.8
"707",707,"VOC","1 ship: Oudenaarde",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Hoorn","Netherlands",52.3679,4.9035,320,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.82703125,904.65
"708",708,"VOC","1 ship: Korsslot",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Enkhuizen","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Coromandel Coast",NA,"Inexpensive",2.82703125,452.325
"709",709,"VOC","1 ship: Herstelde Leeuw",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.464375,437.15
"710",710,"VOC","1 ship: Oosterstein",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.464375,437.15
"711",711,"VOC","1 ship: Wassenaar",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,800,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",4.953125,3962.5
"712",712,"VOC","1 ship: Gamron",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,320,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.318125,1701.8
"713",713,"VOC","1 ship: Standvastigheid",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Rotterdam","Netherlands",52.3679,4.9035,2000,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",4.898325,9796.65
"714",714,"VOC","1 ship: Limburg",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Hoorn","Netherlands",52.3679,4.9035,2080,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,NA,NA,NA
"715",715,"VOC","1 ship: Huis te Hemert",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Enkhuizen","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.464375,437.15
"716",716,"VOC","1 ship: Korssloot",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Enkhuizen","Netherlands",52.3679,4.9035,240,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.378125,1290.75
"717",717,"VOC","1 ship: Generale Vrede",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,480,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.4215625,2602.35
"718",718,"VOC","1 ship: Barneveld",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,240,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.65270833333333,1356.65
"719",719,"VOC","1 ship: Berbices",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,480,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.44791666666667,2615
"720",720,"VOC","1 ship: Grimmestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.361875,857.9
"721",721,"VOC","1 ship: Doornik",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,240,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.49822916666667,1319.575
"722",722,"VOC","1 ship: Herstelde Leeuw",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.423125,867.7
"723",723,"VOC","1 ship: Zanderburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.425625,2170.25
"724",724,"VOC","1 ship: Westhoven",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,240,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.42645833333333,1302.35
"725",725,"VOC","1 ship: Horstendaal",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.462875,2185.15
"726",726,"VOC","1 ship: Ter Horst",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,240,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.423125,1301.55
"727",727,"VOC","1 ship: Huis te Hemert",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.477625,2191.05
"728",728,"VOC","1 ship: Beverwijk",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.423125,867.7
"729",729,"VOC","1 ship: Korssloot",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.50125,880.2
"730",730,"VOC","1 ship: Raadhuis van Enkhuizen",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,240,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.423125,1301.55
"731",731,"VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,640,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.39921875,3455.5
"732",732,"VOC","1 ship: Grimmestein",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,320,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.35625,1714
"733",733,"VOC","1 ship: Zandenburg",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Zeeland","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.35625,857
"734",734,"VOC","1 ship: Donau",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,320,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.405,1729.6
"735",735,"VOC","1 ship: Standvastigheid",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Rotterdam","Netherlands",52.3679,4.9035,480,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.48802083333333,2634.25
"736",736,"VOC","1 ship: Oude Zijpe",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Hoorn","Netherlands",52.3679,4.9035,480,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.44921875,2615.625
"737",737,"VOC","1 ship: Korsslot",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Enkhuizen","Netherlands",52.3679,4.9035,320,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.479453125,1753.425
"738",738,"VOC","1 ship: Leidsman",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Enkhuizen","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.35625,428.5
"739",739,"VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,12,"el",NA,NA,NA,"fluweel","blue",NA,NA,NA,"Holland",NA,"Mid-range",9.82083333333333,117.85
"740",740,"VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,12,"el",NA,NA,NA,"fluweel","blue",NA,NA,NA,"Holland",NA,"Mid-range",9.82083333333333,117.85
"741",741,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,12,"el",NA,NA,NA,"fluweel","blue",NA,NA,NA,"Holland",NA,"Mid-range",9.75,117
"742",742,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,12,"el",NA,NA,NA,"fluweel","blue",NA,NA,NA,"Holland",NA,"Mid-range",9.75,117
"743",743,"VOC","2 ships: Jordaan, Bombardeerder",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,5,"el",NA,NA,NA,"fluweel","blue",NA,NA,NA,"Holland",NA,"Mid-range",9.75,48.75
"744",744,"VOC","1 ship: Ganzenhoef (fluitschip)",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,1,"rol",NA,NA,NA,"fluweel","blue",NA,NA,NA,"Persia",NA,"Expensive",33.15,33.15
"745",745,"VOC","1 ship: Huis ter Leede",1714,"Pulicat","Southeast coast of India",16.1905,81.1361,1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,960,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Pulicat",NA,"Mid-range",5.564140625,5341.575
"746",746,"VOC","1 ship: Huis ter Leede",1714,"Pulicat","Southeast coast of India",16.1905,81.1361,1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1920,"pees",NA,NA,NA,"parcallen","blue",NA,NA,NA,"Pulicat",NA,NA,NA,NA
"747",747,"VOC","1 ship: Huis ter Leede",1714,"Pulicat","Southeast coast of India",16.1905,81.1361,1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,12160,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Pulicat",NA,NA,NA,NA
"748",748,"VOC","1 ship: Standvastigheid",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Rotterdam","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.5515625,364.125
"749",749,"VOC","1 ship: Limburg",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Hoorn","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.553125,364.25
"750",750,"VOC","1 ship: Huis te Hemert",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Enkhuizen","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.5515625,364.125
"751",751,"VOC","1 ship: Amazone",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.6796875,748.75
"752",752,"VOC","1 ship: Berbices",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.6796875,374.375
"753",753,"VOC","1 ship: Schonewal",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.6796875,374.375
"754",754,"VOC","1 ship: Samson",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Hoorn","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.6796875,374.375
"755",755,"VOC","1 ship: Haringtuin",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Enkhuizen","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Inexpensive",3.4296875,274.375
"756",756,"VOC","1 ship: Brug",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Cape of Good Hope","South Africa",-34.3568,18.4739,400,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.601375,1840.55
"757",757,"VOC","1 ship: Noordbeek",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,240,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.5515625,1092.375
"758",758,"VOC","1 ship: Neptunus",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Rotterdam","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.680625,374.45
"759",759,"VOC","1 ship: Barneveld",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Inexpensive",3.913125,626.1
"760",760,"VOC","1 ship: Herstelde Leeuw",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.0103125,641.65
"761",761,"VOC","1 ship: Horstendaal",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.0103125,320.825
"762",762,"VOC","1 ship: Rijnestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Inexpensive",3.8159375,305.275
"763",763,"VOC","1 ship: Huis te Hemert",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.0103125,320.825
"764",764,"VOC","1 ship: Korssloot",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Inexpensive",3.8159375,305.275
"765",765,"VOC","1 ship: Barneveld",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.0003125,640.05
"766",766,"VOC","1 ship: Kokenge",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.0975,655.6
"767",767,"VOC","1 ship: Donau",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.0003125,320.025
"768",768,"VOC","1 ship: Standvastigheid",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Rotterdam","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.0003125,320.025
"769",769,"VOC","1 ship: Oude Zijpe",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Hoorn","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.0975,327.8
"770",770,"VOC","1 ship: Korsslot",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Enkhuizen","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Surat",NA,"Mid-range",4.0975,327.8
"771",771,"VOC","1 ship: Mijnden",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"beraupaats","blue",NA,NA,NA,"Surat",NA,"Mid-range",6.034375,1206.875
"772",772,"VOC","1 ship: Herstelde Leeuw",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"beraupaats","blue",NA,NA,NA,"Surat",NA,"Mid-range",6.03425,603.425
"773",773,"VOC","1 ship: Unie",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"beraupaats","blue",NA,NA,NA,"Surat",NA,"Mid-range",5.9615,1192.3
"774",774,"VOC","1 ship: Neptunus",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Rotterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"beraupaats","blue",NA,NA,NA,"Surat",NA,"Mid-range",5.961,596.1
"775",775,"VOC","1 ship: Zanderburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"beraupaats","blue",NA,NA,NA,"Surat",NA,"Mid-range",5.7515,575.15
"776",776,"VOC","1 ship: Kokenge",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"beraupaats","blue",NA,NA,NA,"Surat",NA,"Mid-range",6.03425,603.425
"777",777,"VOC","1 ship: Donau",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"beraupaats","blue",NA,NA,NA,"Surat",NA,"Mid-range",6.03425,603.425
"778",778,"VOC","3 ships: Karthago, Huis te Loo, Amazone",1711,"Surat","Northwest India",21.1702,72.831,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1200,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,NA,NA,"Mid-range",4.65364583333333,5584.375
"779",779,"VOC","3 ships: 't Ghijn, Donau, Rijssel",1712,"Surat","Northwest India",21.1702,72.831,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1200,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,NA,NA,"Mid-range",4.04314583333333,4851.775
"780",780,"VOC","2 ships: Ellemeet, Eikelenburg",1710,"Nagapattinam","Southeast coast of India",16.1905,81.1361,1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,320,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,NA,NA,"Mid-range",5.5528125,1776.9
